Id,Churn,Genero,Tiene +60,Posee_pareja,Posee_dependientes,Tiempo_contrato,Servicio_telefono,Multiples_lineas,Tipo_internet,Seguridad_online,Backup_online,Proteccion_dispositivo,Soporte_tecnico,Streaming_tv,Streaming_peliculas,Tipo_contrato,Factura_digital,Metodo_pago,Valor_mensual,Total_cobrado,Cuentas_Diarias
8242-SOQUO,No,Femenino,1,No,No,5,Si,No,Fibra optica,No,Si,No,No,Si,No,Mes a mes,Si,Cheque electrónico,84.7,392.5,2.82
8245-UMPYT,Si,Femenino,1,No,No,16,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,96.4,1581.2,3.21
8246-SHFGA,No,Masculino,0,No,No,17,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Tarjeta de crédito,21.1,385.55,0.7
8249-THVEC,No,Masculino,0,Si,Si,51,Si,No,No,No,No,No,No,No,No,Un año,No,Cheque por correo,19.4,997.75,0.65
8250-ZNGGW,No,Femenino,1,No,No,5,Si,No,DSL,Si,Si,No,Si,No,No,Mes a mes,No,Tarjeta de crédito,59.9,287.85,2.0
8257-RZAHR,Si,Femenino,0,Si,No,14,Si,Si,DSL,Si,No,No,No,Si,No,Mes a mes,Si,Transferencia bancaria,64.7,941.0,2.16
8258-GSTJK,Si,Masculino,1,No,No,3,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,77.0,237.75,2.57
8259-DZLIZ,No,Femenino,0,Si,Si,64,Si,Si,DSL,No,Si,No,No,No,No,Un año,Si,Transferencia bancaria,53.85,3399.85,1.8
8259-NFJTV,No,Femenino,0,Si,Si,7,No,No,DSL,Si,No,No,Si,No,No,Mes a mes,No,Cheque por correo,34.65,246.6,1.16
8260-NGFNY,Si,Femenino,0,No,No,1,No,No,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,25.2,25.2,0.84
8261-GWDBQ,No,Femenino,1,Si,No,60,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,116.05,6925.9,3.87
8262-COGGB,No,Masculino,0,No,No,1,Si,No,No,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,20.45,20.45,0.68
8263-JQAIK,Si,Masculino,1,No,No,2,No,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,24.45,47.5,0.82
8263-OKETD,No,Femenino,0,No,No,20,Si,Si,DSL,No,Si,No,Si,No,Si,Mes a mes,Si,Tarjeta de crédito,68.9,1370.35,2.3
8263-QMNTJ,No,Masculino,0,Si,No,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,Si,Cheque electrónico,115.55,8425.3,3.85
8265-HKSOW,No,Femenino,0,Si,Si,72,Si,Si,Fibra optica,Si,Si,Si,Si,No,Si,Dos años,No,Tarjeta de crédito,107.45,7658.3,3.58
8266-VBFQL,No,Masculino,0,No,No,4,Si,No,Fibra optica,No,No,Si,Si,No,Si,Mes a mes,Si,Cheque electrónico,90.4,356.65,3.01
8267-KFGYD,No,Masculino,0,No,Si,1,Si,No,No,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,21.05,21.05,0.7
8267-ZNYVZ,Si,Femenino,0,Si,No,33,Si,No,Fibra optica,Si,No,Si,Si,Si,Si,Un año,Si,Cheque electrónico,103.75,3361.05,3.46
8268-YDIXR,No,Masculino,0,Si,No,56,Si,Si,Fibra optica,Si,Si,Si,No,No,No,Un año,Si,Cheque electrónico,93.15,5253.95,3.1
8270-RKSAP,No,Masculino,0,No,No,9,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,70.5,597.9,2.35
8272-ONJLV,No,Masculino,0,No,No,12,Si,No,Fibra optica,No,No,Si,No,Si,Si,Un año,No,Cheque electrónico,95.7,1184.0,3.19
8276-MQBYC,Si,Masculino,1,No,No,51,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,97.8,4913.3,3.26
8277-RVRSV,No,Femenino,0,Si,Si,33,Si,Si,No,No,No,No,No,No,No,Un año,No,Tarjeta de crédito,24.15,800.3,0.8
8280-MQRQN,Si,Femenino,0,No,No,1,Si,No,DSL,No,No,Si,No,No,No,Mes a mes,Si,Cheque por correo,50.45,50.45,1.68
8285-ABVLB,No,Femenino,0,Si,No,70,Si,No,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,19.85,1328.35,0.66
8286-AFUYI,No,Masculino,0,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,No,Cheque electrónico,47.95,47.95,1.6
8290-YWKHZ,Si,Femenino,1,Si,No,32,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,93.2,2931.0,3.11
8292-FRFZQ,No,Femenino,0,No,No,39,No,No,DSL,Si,Si,No,Si,No,No,Un año,No,Transferencia bancaria,41.15,1700.9,1.37
8292-ITGYJ,No,Femenino,0,Si,Si,45,Si,Si,No,No,No,No,No,No,No,Dos años,Si,Transferencia bancaria,24.65,1138.8,0.82
8292-TYSPY,Si,Masculino,0,No,No,19,Si,No,DSL,No,No,Si,Si,No,No,Mes a mes,Si,Tarjeta de crédito,55.0,1046.5,1.83
8294-UIMBA,No,Femenino,0,No,No,30,Si,No,Fibra optica,No,No,No,Si,Si,Si,Un año,Si,Transferencia bancaria,94.4,2638.1,3.15
8295-FHIVV,No,Masculino,0,No,No,7,Si,No,No,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,19.4,168.65,0.65
8295-KMENE,No,Femenino,0,Si,Si,59,Si,Si,DSL,Si,No,Si,Si,Si,No,Dos años,Si,Cheque por correo,76.45,4519.5,2.55
8305-VHZBZ,Si,Masculino,0,No,No,1,Si,No,No,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,20.2,20.2,0.67
8309-IEYJD,No,Femenino,1,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,70.6,70.6,2.35
8309-PPCED,No,Femenino,0,Si,No,72,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,110.45,7982.5,3.68
8311-UEUAB,No,Femenino,0,Si,Si,67,Si,Si,DSL,Si,No,No,No,Si,Si,Dos años,Si,Cheque electrónico,75.5,5229.45,2.52
8313-AFGBW,No,Masculino,0,Si,No,47,Si,No,DSL,No,Si,Si,No,Si,Si,Dos años,No,Cheque electrónico,73.6,3522.65,2.45
8313-KTIHG,No,Masculino,0,No,No,4,Si,No,DSL,No,No,No,Si,Si,No,Mes a mes,Si,Cheque electrónico,61.3,249.4,2.04
8313-NDOIA,No,Femenino,0,No,No,24,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,104.15,2494.65,3.47
8314-DPQHL,No,Masculino,0,No,No,9,No,No,DSL,Si,No,Si,Si,No,Si,Un año,No,Cheque por correo,50.8,463.6,1.69
8314-HTWVE,No,Femenino,0,Si,Si,7,Si,No,No,No,No,No,No,No,No,Dos años,No,Cheque por correo,19.85,144.15,0.66
8316-BBQAY,No,Femenino,0,No,No,65,No,No,DSL,Si,No,Si,Si,Si,Si,Dos años,No,Tarjeta de crédito,59.95,3921.1,2.0
8317-BVKSO,No,Masculino,0,No,No,14,Si,No,No,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,20.05,299.3,0.67
8318-LCNBW,No,Masculino,0,Si,No,35,No,No,DSL,Si,No,Si,No,Si,Si,Un año,No,Tarjeta de crédito,53.15,1930.9,1.77
8319-QBEHW,No,Masculino,0,No,Si,26,No,No,DSL,No,Si,No,No,Si,No,Un año,Si,Transferencia bancaria,39.95,1023.75,1.33
8325-QRPZR,No,Femenino,0,No,No,7,Si,No,Fibra optica,No,No,Si,No,No,No,Mes a mes,Si,Cheque electrónico,75.15,525.0,2.51
8327-LZKAS,Si,Femenino,1,Si,No,43,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Un año,Si,Cheque electrónico,107.55,4533.9,3.58
8327-WKMIE,No,Masculino,0,No,No,37,Si,No,No,No,No,No,No,No,No,Un año,No,Tarjeta de crédito,20.15,785.75,0.67
8328-SKJNO,No,Masculino,0,No,Si,23,No,No,DSL,Si,Si,No,Si,No,No,Un año,No,Transferencia bancaria,40.65,947.4,1.36
8329-GWVPJ,No,Femenino,0,Si,Si,50,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria,69.75,3557.7,2.33
8329-IBCTI,Si,Femenino,0,No,No,1,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,19.65,19.65,0.65
8329-UTMVM,No,Masculino,1,No,No,27,Si,Si,Fibra optica,No,Si,No,Si,Si,Si,Un año,Si,Transferencia bancaria,104.65,2964.0,3.49
8331-ZXFOE,No,Femenino,0,No,No,58,Si,Si,DSL,Si,Si,Si,Si,No,No,Un año,Si,Tarjeta de crédito,71.1,4299.2,2.37
8332-OSJDW,No,Masculino,0,Si,Si,12,Si,Si,No,No,No,No,No,No,No,Un año,No,Cheque por correo,26.4,314.95,0.88
8336-TAVKX,No,Femenino,1,Si,No,72,Si,Si,DSL,Si,Si,Si,Si,No,Si,Dos años,No,Transferencia bancaria,78.45,5682.25,2.62
8337-MSSXB,Si,Femenino,0,No,No,14,Si,No,Fibra optica,No,Si,No,No,No,Si,Mes a mes,Si,Cheque electrónico,86.3,1180.95,2.88
8337-UPOAQ,Si,Masculino,1,Si,No,10,Si,Si,Fibra optica,No,No,Si,No,No,Si,Mes a mes,Si,Cheque electrónico,89.8,914.3,2.99
8338-QIUNR,No,Masculino,0,Si,Si,72,Si,Si,DSL,Si,No,Si,Si,No,No,Dos años,Si,Tarjeta de crédito,66.5,4811.6,2.22
8344-WFMFH,No,Masculino,0,No,Si,9,Si,No,DSL,No,Si,No,No,No,No,Mes a mes,Si,Cheque electrónico,50.1,484.05,1.67
8345-MVDYC,No,Femenino,0,No,No,45,Si,No,DSL,Si,No,Si,Si,Si,Si,Dos años,No,Transferencia bancaria,81.65,3618.7,2.72
8347-GDTMP,No,Femenino,0,Si,No,64,Si,No,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,19.45,1225.65,0.65
8348-HFYIV,Si,Masculino,0,No,No,2,No,No,DSL,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,49.25,90.35,1.64
8348-JLBUG,No,Masculino,1,Si,No,64,Si,No,Fibra optica,Si,No,Si,No,No,No,Un año,No,Tarjeta de crédito,80.3,5017.7,2.68
8350-NYMVI,No,Femenino,0,No,No,39,No,No,DSL,No,Si,Si,Si,No,No,Mes a mes,No,Transferencia bancaria,41.1,1597.05,1.37
8356-WUAOJ,No,Femenino,0,Si,No,1,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,45.0,45.0,1.5
8357-EQXFO,Si,Femenino,0,No,No,7,Si,No,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,95.35,660.9,3.18
8361-LBRDI,No,Femenino,0,No,No,58,Si,Si,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,24.35,1423.85,0.81
8361-LTMKD,Si,Masculino,1,Si,No,4,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,74.4,306.6,2.48
8364-TRMMK,Si,Femenino,0,No,No,3,Si,Si,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,50.65,151.3,1.69
8372-JUXUI,Si,Masculino,0,No,Si,1,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,74.35,74.35,2.48
8374-UULRV,No,Masculino,0,No,No,72,Si,Si,DSL,Si,Si,No,Si,Si,Si,Dos años,No,Tarjeta de crédito,86.05,6309.65,2.87
8374-XGEJJ,Si,Masculino,1,Si,No,43,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,101.0,4388.4,3.37
8375-DKEBR,Si,Femenino,1,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,69.6,69.6,2.32
8375-KVTHK,No,Masculino,0,Si,No,68,Si,No,Fibra optica,No,Si,No,Si,Si,Si,Un año,Si,Cheque electrónico,100.3,6754.35,3.34
8378-LKJAF,No,Masculino,0,Si,Si,38,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,Si,Tarjeta de crédito,101.15,3956.7,3.37
8380-MQINP,No,Femenino,0,Si,Si,55,Si,No,No,No,No,No,No,No,No,Dos años,No,Cheque por correo,20.3,1079.05,0.68
8380-PEFPE,Si,Masculino,0,No,Si,1,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,71.65,71.65,2.39
8382-SHQEH,Si,Femenino,0,Si,No,8,Si,Si,Fibra optica,No,No,No,No,No,Si,Mes a mes,Si,Cheque electrónico,84.9,764.95,2.83
8383-SGHJU,No,Femenino,0,No,No,33,Si,Si,DSL,Si,No,No,Si,No,No,Un año,No,Cheque electrónico,59.4,1952.8,1.98
8384-FZBJK,No,Femenino,0,Si,Si,57,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,100.6,5611.7,3.35
8387-MOJJT,Si,Femenino,0,Si,Si,42,Si,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Tarjeta de crédito,77.95,3384.0,2.6
8387-UGUSU,No,Femenino,0,Si,Si,15,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,20.05,284.3,0.67
8388-DMKAE,No,Femenino,0,No,No,8,Si,No,No,No,No,No,No,No,No,Dos años,No,Cheque por correo,20.25,174.65,0.68
8388-FYNPZ,No,Masculino,0,No,No,4,Si,No,DSL,Si,No,Si,No,No,No,Mes a mes,No,Cheque electrónico,56.75,245.15,1.89
8390-FESFV,No,Femenino,0,No,No,62,Si,Si,DSL,No,Si,Si,Si,Si,Si,Dos años,No,Transferencia bancaria,84.5,5193.2,2.82
8393-DLHGA,Si,Masculino,0,No,Si,25,Si,No,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,95.9,2448.75,3.2
8393-JMVMB,No,Masculino,0,No,No,1,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,19.45,19.45,0.65
8395-ETZKQ,No,Masculino,1,Si,Si,68,Si,No,No,No,No,No,No,No,No,Un año,No,Transferencia bancaria,19.5,1193.55,0.65
8397-MVTAZ,Si,Masculino,0,Si,No,34,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,100.05,3480.0,3.34
8398-TBIYD,No,Femenino,0,No,No,72,Si,Si,Fibra optica,Si,No,No,Si,No,No,Dos años,Si,Transferencia bancaria,84.7,6185.15,2.82
8399-YNDCH,Si,Masculino,1,No,No,21,Si,No,DSL,No,No,Si,No,Si,No,Mes a mes,Si,Transferencia bancaria,60.05,1236.15,2.0
8400-WZICQ,No,Femenino,0,Si,Si,55,Si,No,DSL,Si,Si,No,No,No,No,Mes a mes,No,Cheque electrónico,55.7,3131.8,1.86
8401-EMUWF,No,Masculino,0,Si,Si,42,Si,Si,DSL,Si,Si,No,No,Si,No,Mes a mes,Si,Transferencia bancaria,69.4,3058.3,2.31
8402-EIVQS,No,Masculino,0,Si,No,67,Si,No,Fibra optica,Si,Si,No,No,Si,Si,Un año,Si,Tarjeta de crédito,100.9,6733.15,3.36
8402-OOOHJ,No,Femenino,0,No,No,41,Si,No,No,No,No,No,No,No,No,Dos años,No,Cheque por correo,20.65,835.15,0.69
8404-FYDIB,No,Masculino,0,No,No,26,Si,Si,Fibra optica,Si,Si,No,No,No,No,Mes a mes,Si,Tarjeta de crédito,86.65,2208.75,2.89
8404-GFGCZ,No,Masculino,0,Si,No,4,Si,Si,DSL,No,No,Si,No,Si,No,Mes a mes,No,Cheque electrónico,65.6,250.1,2.19
8404-VIOMB,No,Femenino,0,No,No,66,No,No,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,62.5,4136.4,2.08
8404-VLQFB,No,Femenino,0,Si,Si,15,Si,Si,No,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,25.25,394.85,0.84
8405-IGQFX,No,Femenino,0,No,No,63,Si,No,Fibra optica,No,No,Si,Si,Si,No,Un año,Si,Tarjeta de crédito,90.05,5817.0,3.0
8406-LNMHF,No,Masculino,1,Si,No,59,Si,No,Fibra optica,Si,Si,Si,No,No,No,Un año,Si,Tarjeta de crédito,82.95,4903.15,2.76
8409-WQJUX,No,Femenino,0,No,No,25,No,No,DSL,No,No,Si,Si,Si,Si,Un año,No,Cheque electrónico,54.2,1423.15,1.81
8410-BGQXN,No,Masculino,0,No,No,4,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,19.4,93.4,0.65
8413-VONUO,Si,Masculino,0,No,No,2,Si,No,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,No,Cheque electrónico,95.65,167.3,3.19
8413-YNHNV,No,Masculino,0,No,No,69,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Cheque por correo,90.65,6322.1,3.02
8414-MYSHR,Si,Masculino,1,No,No,5,Si,No,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,91.4,449.75,3.05
8414-OOEEL,No,Masculino,0,No,Si,66,Si,No,DSL,No,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito,79.5,5196.1,2.65
8417-FMLZI,Si,Masculino,0,Si,Si,6,Si,No,Fibra optica,No,Si,No,No,No,Si,Mes a mes,Si,Tarjeta de crédito,83.55,477.55,2.78
8417-GSODA,No,Masculino,0,Si,Si,28,Si,Si,Fibra optica,No,No,No,No,Si,Si,Un año,No,Transferencia bancaria,92.2,2568.15,3.07
8421-WZOOW,No,Femenino,1,Si,Si,57,Si,No,Fibra optica,No,Si,Si,Si,Si,No,Mes a mes,Si,Tarjeta de crédito,95.3,5567.45,3.18
8429-XIBUM,Si,Masculino,0,No,No,22,Si,Si,Fibra optica,Si,No,No,No,Si,Si,Mes a mes,Si,Transferencia bancaria,101.35,2317.1,3.38
8430-TWCBX,No,Femenino,0,Si,No,49,Si,No,No,No,No,No,No,No,No,Un año,No,Tarjeta de crédito,20.7,1032.05,0.69
8433-WPJTV,No,Femenino,1,Si,Si,65,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Un año,Si,Transferencia bancaria,103.9,6767.1,3.46
8433-WXGNA,Si,Masculino,0,No,No,2,Si,No,Fibra optica,Si,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,75.7,189.2,2.52
8434-PNQZX,No,Femenino,0,No,No,42,Si,Si,DSL,No,No,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito,78.45,3373.4,2.62
8434-VGEQQ,No,Masculino,0,Si,Si,61,Si,No,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,20.55,1305.95,0.68
8436-BJUMM,Si,Masculino,0,Si,Si,26,Si,Si,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Cheque electrónico,83.75,2070.6,2.79
8439-LTUGF,No,Masculino,0,No,No,10,Si,No,No,No,No,No,No,No,No,Mes a mes,Si,Tarjeta de crédito,20.0,198.6,0.67
8441-SHIPE,No,Femenino,0,No,No,67,Si,Si,No,No,No,No,No,No,No,Dos años,Si,Transferencia bancaria,25.6,1790.35,0.85
8443-WVPSS,Si,Masculino,0,Si,No,10,Si,No,Fibra optica,No,Si,No,Si,Si,Si,Mes a mes,Si,Cheque electrónico,99.85,990.9,3.33
8443-ZRDBZ,Si,Masculino,0,No,No,4,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,76.05,318.9,2.53
8444-WRIDW,Si,Femenino,1,No,No,66,Si,Si,Fibra optica,No,Si,No,No,No,No,Mes a mes,Si,Tarjeta de crédito,80.45,5224.35,2.68
8445-DNBAE,No,Masculino,0,No,Si,1,Si,Si,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,50.05,50.05,1.67
8450-JOVAH,Si,Masculino,0,Si,Si,2,Si,Si,DSL,Si,No,No,No,No,No,Mes a mes,No,Cheque por correo,56.7,113.55,1.89
8450-LUGUK,No,Femenino,0,Si,Si,37,Si,Si,No,No,No,No,No,No,No,Dos años,Si,Transferencia bancaria,24.1,861.85,0.8
8450-UYIBU,No,Femenino,1,No,No,35,No,No,DSL,No,No,Si,No,Si,No,Mes a mes,Si,Cheque electrónico,39.85,1434.6,1.33
8454-AATJP,No,Femenino,0,No,No,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de crédito,115.05,8405.0,3.84
8455-HIRAQ,No,Femenino,0,No,No,8,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,44.45,369.3,1.48
8456-QDAVC,No,Masculino,0,No,No,19,Si,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Transferencia bancaria,78.7,1495.1,2.62
8457-XIGKN,No,Masculino,0,No,No,20,Si,No,No,No,No,No,No,No,No,Mes a mes,Si,Tarjeta de crédito,19.6,356.15,0.65
8461-EFQYM,No,Femenino,0,No,No,38,Si,Si,No,No,No,No,No,No,No,Un año,Si,Cheque electrónico,24.25,914.4,0.81
8464-EETCQ,No,Masculino,0,No,No,57,Si,No,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,18.8,1094.35,0.63
8465-SBRXP,No,Masculino,0,Si,Si,38,Si,Si,Fibra optica,No,No,Si,Si,Si,No,Dos años,Si,Transferencia bancaria,94.9,3616.25,3.16
8466-PZBLH,No,Masculino,0,Si,Si,67,Si,Si,Fibra optica,Si,No,No,Si,Si,Si,Dos años,No,Transferencia bancaria,104.6,6885.75,3.49
8467-WYNSR,No,Masculino,0,No,No,22,Si,No,DSL,Si,No,No,Si,No,No,Mes a mes,No,Cheque por correo,55.1,1253.15,1.84
8468-EHYJA,No,Femenino,0,Si,No,57,Si,Si,Fibra optica,Si,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,99.65,5497.05,3.32
8468-FZTOE,No,Femenino,0,Si,Si,72,Si,No,DSL,Si,Si,Si,Si,No,Si,Dos años,Si,Cheque electrónico,74.35,5237.4,2.48
8469-SNFFH,No,Masculino,0,Si,No,70,Si,Si,DSL,Si,Si,Si,Si,Si,No,Un año,No,Transferencia bancaria,79.4,5528.9,2.65
8473-VUVJN,Si,Masculino,1,No,No,1,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,73.65,73.65,2.46
8474-UMLNT,No,Femenino,0,No,No,13,Si,No,DSL,Si,Si,No,Si,No,Si,Mes a mes,No,Transferencia bancaria,67.8,842.25,2.26
8480-PPONV,No,Masculino,0,Si,Si,62,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,No,Transferencia bancaria,115.55,7159.05,3.85
8481-YYXWG,Si,Femenino,0,No,No,5,Si,No,Fibra optica,No,Si,No,Si,No,Si,Mes a mes,Si,Cheque electrónico,89.35,461.7,2.98
8485-GJCDN,Si,Femenino,1,No,No,5,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,69.05,318.5,2.3
8486-AYEQH,No,Femenino,0,No,No,31,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,76.05,2227.8,2.53
8490-BXHEO,No,Masculino,1,No,No,18,Si,Si,Fibra optica,No,Si,No,No,No,No,Mes a mes,Si,Tarjeta de crédito,80.55,1411.65,2.68
8495-LJDFO,No,Femenino,1,No,No,64,Si,Si,Fibra optica,Si,No,Si,Si,Si,Si,Mes a mes,Si,Transferencia bancaria,108.95,7111.3,3.63
8495-PRWFH,No,Femenino,1,No,No,42,Si,Si,DSL,No,No,Si,No,No,No,Mes a mes,No,Cheque electrónico,55.65,2421.75,1.86
8496-DMZUK,No,Masculino,0,No,No,30,Si,Si,Fibra optica,Si,Si,Si,No,No,No,Un año,No,Transferencia bancaria,90.4,2820.65,3.01
8496-EJAUI,Si,Masculino,0,No,No,19,Si,No,Fibra optica,No,Si,No,No,No,No,Mes a mes,Si,Tarjeta de crédito,73.85,1424.5,2.46
8498-XXGWA,No,Femenino,0,Si,No,65,Si,No,DSL,Si,No,Si,No,No,No,Mes a mes,Si,Cheque por correo,55.15,3673.15,1.84
8499-BRXTD,No,Masculino,0,No,No,18,Si,No,No,No,No,No,No,No,No,Un año,No,Cheque por correo,20.1,401.85,0.67
8510-AWCXC,Si,Femenino,1,No,No,13,Si,Si,Fibra optica,Si,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,100.8,1308.1,3.36
8510-BBWMU,No,Femenino,0,No,No,41,Si,No,No,No,No,No,No,No,No,Un año,Si,Cheque por correo,19.75,806.95,0.66
8510-TMWYB,No,Femenino,0,Si,Si,54,Si,Si,DSL,No,Si,Si,No,No,No,Dos años,Si,Transferencia bancaria,59.8,3246.45,1.99
8512-WIWYV,No,Masculino,0,No,No,32,Si,No,No,No,No,No,No,No,No,Un año,No,Tarjeta de crédito,20.35,707.5,0.68
8513-OLYGY,No,Masculino,0,Si,No,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de crédito,115.8,8332.15,3.86
8514-VZHEB,No,Masculino,0,Si,Si,59,Si,No,No,No,No,No,No,No,No,Dos años,No,Cheque por correo,19.5,1147.85,0.65
8515-OCTJS,Si,Femenino,0,No,No,25,Si,Si,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,24.75,692.1,0.82
8519-IMDHU,Si,Masculino,1,Si,No,15,Si,Si,Fibra optica,No,No,No,No,No,Si,Mes a mes,Si,Transferencia bancaria,85.6,1345.55,2.85
8519-QJGJD,Si,Femenino,0,No,No,14,Si,No,Fibra optica,No,No,Si,No,No,No,Mes a mes,No,Cheque electrónico,75.35,1025.95,2.51
8532-UEFWH,No,Masculino,0,Si,Si,52,Si,Si,No,No,No,No,No,No,No,Dos años,No,Cheque por correo,25.75,1345.85,0.86
8535-SFUTN,No,Masculino,0,No,No,61,Si,Si,Fibra optica,Si,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,106.45,6300.15,3.55
8540-ZQGEA,No,Femenino,0,Si,No,54,Si,No,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,20.05,1102.4,0.67
8541-QVFKM,No,Femenino,0,No,No,8,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,73.5,632.2,2.45
8543-MSDMF,No,Masculino,0,No,No,3,Si,No,DSL,Si,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,77.4,206.15,2.58
8544-GOQSH,No,Femenino,0,No,No,14,Si,No,Fibra optica,No,Si,No,Si,No,No,Mes a mes,Si,Tarjeta de crédito,80.05,1112.3,2.67
8544-JNBOX,No,Masculino,0,No,No,72,Si,No,No,No,No,No,No,No,No,Dos años,Si,Cheque por correo,20.8,1521.2,0.69
8547-NSBBO,No,Masculino,0,No,No,35,Si,Si,Fibra optica,Si,Si,Si,Si,No,No,Mes a mes,Si,Cheque por correo,96.75,3403.4,3.22
8548-AWOFC,No,Masculino,0,Si,No,66,Si,Si,DSL,No,No,No,Si,No,Si,Mes a mes,No,Cheque electrónico,63.85,4264.6,2.13
8550-XSXUQ,No,Masculino,0,Si,No,48,Si,Si,DSL,No,Si,Si,No,No,Si,Un año,Si,Tarjeta de crédito,70.55,3420.5,2.35
8552-OBVRU,No,Femenino,1,Si,Si,48,Si,No,Fibra optica,Si,No,Si,Si,Si,Si,Mes a mes,Si,Cheque electrónico,104.5,5068.05,3.48
